title,english_title,type,episodes,duration,source,season,genres,tags,score,start_date,country_of_origin
Ichigo Mashimaro encore,Strawberry Marshmallow Encore,OVA,2.0,27.0,MANGA,WINTER,Comedy;Slice of Life,Cute Girls Doing Cute Things;Primarily Female Cast;Primarily Child Cast;Female Protagonist;Shounen,74.0,2009-01-23,JP
Mizugi Kanojo: THE ANIMATION,,OVA,4.0,30.0,MANGA,WINTER,Hentai,Public Sex;Swimming;Large Breasts;Ninja;Ahegao;Sweat;Boobjob;Nakadashi;Heterosexual;Male Protagonist,66.0,2009-01-23,JP
Samayou Midara na Lunatics,,OVA,2.0,30.0,VISUAL_NOVEL,WINTER,Hentai,Heterosexual;Royal Affairs;Incest;Threesome;Female Protagonist;Witch;Futanari;Yuri;LGBTQ+ Themes;Tentacles,55.0,2009-01-24,JP
Hetalia Axis Powers,Hetalia Axis Powers,ONA,52.0,5.0,MANGA,WINTER,Comedy,Parody;Historical;Slapstick;Primarily Male Cast;Educational;Cute Boys Doing Cute Things;Male Protagonist;Politics;Anthropomorphism;Anachronism,65.0,2009-01-24,JP
Mahou Shoujo Ai San: THE ANIME,Sexy Magical Girl Ai,OVA,3.0,30.0,VISUAL_NOVEL,WINTER,Hentai;Mahou Shoujo;Supernatural,Demons;School;Rape;Magic;Yuri;Female Protagonist;Spearplay;Tentacles;Cunnilingus;Group Sex,51.0,2009-01-25,JP
Afro Samurai: Resurrection,Afro Samurai: Resurrection,MOVIE,1.0,100.0,OTHER,WINTER,Action,Revenge;Swordplay;Samurai;Anti-Hero;Male Protagonist;Robots;Travel;Tanned Skin;Ghost;Gore,70.0,2009-01-25,JP
Helter Skelter: Hakudaku no Mura,,OVA,4.0,30.0,VISUAL_NOVEL,WINTER,Hentai,Rape;Group Sex;Anal Sex,59.0,2009-01-30,JP
Chocolate Underground the Movie,,MOVIE,1.0,87.0,OTHER,WINTER,Adventure,,48.0,2009-01-31,JP
Fresh Precure!,,TV,50.0,25.0,ORIGINAL,WINTER,Action;Comedy;Fantasy;Mahou Shoujo,Magic;Primarily Female Cast;Superhero;Dancing;Female Protagonist;Episodic;Tokusatsu;Ensemble Cast;Urban;Urban Fantasy,74.0,2009-02-01,JP
Denpa Teki na Kanojo,Electromagnetic Girlfriend,OVA,2.0,42.0,LIGHT_NOVEL,WINTER,Horror;Mystery;Thriller,Denpa;Chuunibyou;Yandere;Crime;Urban;Bullying;Revenge;School;Detective;Male Protagonist,70.0,2009-02-04,JP
Sugar Bunnies Chocolate! OVA,,OVA,1.0,8.0,ORIGINAL,WINTER,Comedy,,49.0,2009-02-04,JP
Street Fighter IV: Aratanaru Kizuna,Street Fighter IV: The Ties That Bind,OVA,1.0,65.0,VIDEO_GAME,WINTER,Action;Adventure,Male Protagonist;Primarily Adult Cast;Martial Arts,59.0,2009-02-12,JP
Jigoku Koushien,,OVA,1.0,40.0,MANGA,WINTER,Comedy;Horror;Sports,Parody;Baseball;Flash;Shounen;Delinquents,49.0,2009-02-13,JP
Jinkou Shoujo: Henshin Sex Android,Cosplay Sex Machine,OVA,2.0,30.0,ORIGINAL,WINTER,Hentai,Robots;Heterosexual;Female Protagonist;Shapeshifting;Virginity;Defloration;Male Protagonist;Konbini;Nakadashi;MILF,62.0,2009-02-13,JP
Suzumiya Haruhi-chan no Yuuutsu,The Melancholy of Haruhi-chan Suzumiya,ONA,25.0,5.0,MANGA,WINTER,Comedy;Slice of Life,Parody;Chibi;School;School Club;Tsundere;Primarily Teen Cast;Female Protagonist;Kaiju;CGI,70.0,2009-02-13,JP
Nyoro-n☆Churuya-san,Nyoron! Churuya-san,ONA,13.0,2.0,MANGA,WINTER,Comedy,Parody;Satire;Surreal Comedy;Female Protagonist;CGI;Full CGI;Primarily Teen Cast;Tsundere;Unrequited Love;Shounen,61.0,2009-02-13,JP
Higurashi no Naku Koro ni Rei,When They Cry Rei,OVA,5.0,30.0,VISUAL_NOVEL,WINTER,Comedy;Mystery;Psychological;Supernatural;Thriller,Denpa;Twins;Shrine Maiden;Rural;Primarily Female Cast;Female Protagonist;Urban Fantasy;Cute Girls Doing Cute Things;Philosophy;Mahjong,71.0,2009-02-15,JP
xxxHOLiC Shunmuki,,OVA,2.0,26.0,MANGA,WINTER,Comedy;Drama;Mystery;Psychological;Supernatural,Seinen;Youkai;Ghost;Clone;Urban Fantasy;Crossover;Male Protagonist;Magic;Curses;Orphan,77.0,2009-02-17,JP
SPICY BOY,,ONA,42.0,6.0,ORIGINAL,WINTER,Comedy,,48.0,2009-02-19,JP
Kodomo no Jikan: Ni Gakki,,OVA,3.0,23.0,MANGA,WINTER,Comedy;Ecchi,School;Kemonomimi;Primarily Child Cast,65.0,2009-02-20,JP
Mitama: Nin,SHINOBI SEDUCTION,OVA,2.0,30.0,VISUAL_NOVEL,WINTER,Hentai,Yuri;Ninja;Shrine Maiden;Assassins;Demons;Rape;Bisexual;Defloration;Ensemble Cast;Magic,49.0,2009-02-25,JP
Zoku Zou no Senaka: Baton Touch,,OVA,1.0,6.0,OTHER,WINTER,Drama;Romance;Slice of Life,,49.0,2009-02-27,JP
Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,,OVA,1.0,27.0,OTHER,SPRING,Action;Comedy;Romance,Swimming;Female Harem;Parody;Tsundere;Tomboy;Ahegao;Kuudere;Volleyball,69.0,2009-03-06,JP
Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,Sergeant Keroro: The Super Duper Movie 4,MOVIE,1.0,78.0,OTHER,SPRING,Comedy,Aliens;Kids;Dragons;Kuudere,66.0,2009-03-07,JP
Doraemon: Shin Nobita no Uchuu Kaitakushi,Doraemon: The New Record of Nobita - Spaceblazer,MOVIE,1.0,120.0,OTHER,WINTER,Adventure;Comedy;Fantasy,Kids,70.0,2009-03-07,JP
Musuko no Tomodachi ni Okasarete,The Cougar Trap,OVA,2.0,30.0,VISUAL_NOVEL,SPRING,Hentai,MILF;Incest;Anal Sex;Cunnilingus;Bondage;Sex Toys;Bisexual;Hypersexuality;Sumata;Rimjob,55.0,2009-03-13,JP
Kara no Kyoukai Remix: Gate of seventh heaven,,MOVIE,1.0,61.0,OTHER,SPRING,Action;Mystery;Romance;Thriller,Urban Fantasy;Super Power;Female Protagonist;Anti-Hero;Dissociative Identities;Magic;Gore;Primarily Adult Cast;Amnesia;Urban,72.0,2009-03-14,JP
Tsubasa: Shunraiki,Tsubasa: Spring Thunder Chronicles,OVA,2.0,29.0,MANGA,SPRING,Action;Adventure;Drama;Fantasy;Mystery,Magic;Clone;Curses;Shounen;Isekai;Crossover,77.0,2009-03-17,JP
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,,TV_SHORT,13.0,2.0,ORIGINAL,SPRING,Adventure;Comedy,Parody;Super Power;Magic,53.0,2009-03-18,JP
Precure All Stars DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,,MOVIE,1.0,70.0,ORIGINAL,WINTER,Action;Fantasy;Mahou Shoujo,Kids;Magic;Crossover;Primarily Female Cast;Superhero;Super Power;Archery;Female Protagonist;Ensemble Cast;Tokusatsu,70.0,2009-03-20,JP
Isekai no Seikishi Monogatari,Tenchi Muyo! War on Geminar,OVA,13.0,45.0,ORIGINAL,SPRING,Action;Comedy;Ecchi;Fantasy;Mecha,Isekai;Female Harem;School;CGI;Guns;Super Robot;Robots;Primarily Female Cast;Elf;Male Protagonist,73.0,2009-03-20,JP
Anata no Shiranai Kangofu: Seiteki Byoutou 24 Ji,,OVA,2.0,25.0,VISUAL_NOVEL,SPRING,Hentai,Group Sex;Yuri,51.0,2009-03-23,JP
Cookin' Idol Ai! Mai! Main!,,TV_SHORT,305.0,10.0,ORIGINAL,SPRING,Comedy,Kids;Idol;Food;Educational;Female Protagonist,62.0,2009-03-30,JP
Chi's Sweet Home: Atarashii Ouchi,Chi's Sweet Home - Chi's New Address,TV_SHORT,104.0,3.0,MANGA,SPRING,Comedy;Slice of Life,Animals;Kids;Iyashikei;Primarily Animal Cast;Female Protagonist;Episodic;Urban;Family Life;Ensemble Cast,74.0,2009-03-30,JP
Marie & Gali,,TV_SHORT,40.0,5.0,ORIGINAL,SPRING,Comedy,Educational;Slapstick;Female Protagonist;Urban;Kids;Isekai;Bar;Urban Fantasy,64.0,2009-03-31,JP
Mainichi Kaasan,Kaasan - Mom's Life,TV,142.0,25.0,MANGA,SPRING,Comedy;Slice of Life,Family Life,58.0,2009-04-01,JP
Charady no Joke na Mainichi,,TV_SHORT,365.0,3.0,ORIGINAL,SPRING,Comedy,CGI,42.0,2009-04-01,JP
Koihime†Musou OVA,,OVA,1.0,30.0,VISUAL_NOVEL,SPRING,Comedy;Fantasy,School;Nudity,60.0,2009-04-01,JP
Queen's Blade: Rurou no Senshi,Queen's Blade: The Exiled Virgin,TV,12.0,24.0,OTHER,SPRING,Action;Adventure;Ecchi;Fantasy,Primarily Female Cast;Bondage;Rape;Nudity;Large Breasts;Female Protagonist;Swordplay;Battle Royale;Shrine Maiden;Yuri,56.0,2009-04-02,JP
Asura Cryin',Asura Cryin',TV,13.0,24.0,LIGHT_NOVEL,SPRING,Action;Mecha;Supernatural,Demons;Ghost;School Club;Super Robot;CGI;School;Magic;Real Robot,64.0,2009-04-02,JP
Sengoku BASARA,Sengoku Basara: Samurai Kings,TV,12.0,23.0,VIDEO_GAME,SPRING,Action;Drama;Fantasy,Swordplay;Historical;Primarily Male Cast;Samurai;Super Power;War;Anachronism;Male Protagonist;Primarily Adult Cast;Heterosexual,69.0,2009-04-02,JP
Basquash!,BASQUASH!,TV,26.0,24.0,ORIGINAL,SPRING,Mecha;Sci-Fi;Sports,Basketball;Tanned Skin;Cyberpunk;Robots;Urban;Crime;Real Robot;Disability;Heterosexual;Fugitive,67.0,2009-04-03,JP
Phantom: Requiem for the Phantom,Phantom: Requiem for the Phantom,TV,26.0,24.0,VISUAL_NOVEL,SPRING,Action;Drama;Thriller,Amnesia;Anti-Hero;Assassins;Noir;Mafia;Coming of Age;Crime;Guns;Memory Manipulation;Heterosexual,75.0,2009-04-03,JP
To LOVE-Ru OVA,,OVA,6.0,25.0,MANGA,SPRING,Comedy;Ecchi;Sci-Fi,Female Harem;Nudity;Aliens;Episodic;Slapstick;Meta;Psychosexual;Heterosexual;Surreal Comedy;School,68.0,2009-04-03,JP
Pandora Hearts,,TV,25.0,24.0,MANGA,SPRING,Adventure;Fantasy;Supernatural,Male Protagonist;Amnesia;Shounen;Fairy Tale;Twins;Kuudere;Adoption,72.0,2009-04-03,JP
Higepiyo,,TV_SHORT,39.0,5.0,ORIGINAL,SPRING,Comedy,Josei;Animals,61.0,2009-04-03,JP
K-ON!,K-ON!,TV,13.0,24.0,MANGA,SPRING,Comedy;Music;Slice of Life,Cute Girls Doing Cute Things;School Club;Band;Primarily Female Cast;Female Protagonist;School;Primarily Teen Cast;Rock Music;Episodic;Iyashikei,78.0,2009-04-03,JP
Suzumiya Haruhi no Yuuutsu (2009),The Melancholy of Haruhi Suzumiya (2009),TV,28.0,24.0,LIGHT_NOVEL,SPRING,Comedy;Mystery;Sci-Fi;Slice of Life;Supernatural,Primarily Teen Cast;Urban Fantasy;Female Protagonist;School;School Club;Aliens;Gods;Male Protagonist;Parody;Philosophy,71.0,2009-04-03,JP
Arad Senki: Slap Up Party,,TV,26.0,25.0,VIDEO_GAME,SPRING,Action;Adventure;Comedy;Fantasy,,59.0,2009-04-04,JP
Gokujou!! Mecha Mote Iinchou,The Best!! Extremely Cool Student Council President,TV,51.0,24.0,MANGA,SPRING,Comedy;Romance,Full CGI;School;Shoujo,57.0,2009-04-04,JP
Hayate no Gotoku!!,Hayate the Combat Butler!!,TV,25.0,24.0,MANGA,SPRING,Action;Comedy;Romance,Butler;Otaku Culture;Parody;Nun;Kuudere;Shounen;Maids;Female Harem;Crossdressing;Tsundere,74.0,2009-04-04,JP
Shin Mazinger Shougeki! Z-hen,Mazinger Edition Z: The Impact!,TV,26.0,23.0,MANGA,SPRING,Action;Mecha,Super Robot;Super Power;Gods;Lost Civilization;Aliens;Mythology;Shounen,74.0,2009-04-04,JP
Konnichiwa Anne: Before Green Gables,,TV,39.0,24.0,OTHER,SPRING,Drama;Slice of Life,Classic Literature;Historical;Coming of Age;Family Life;Travel;Kids;Bullying;Primarily Child Cast;Female Protagonist;Orphan,72.0,2009-04-05,JP
Senjou no Valkyria: Gallian Chronicles,Valkyria Chronicles,TV,26.0,24.0,VIDEO_GAME,SPRING,Action;Romance,Military;War;Guns;Tanks;Politics;Super Power;Female Protagonist;Kuudere;Primarily Adult Cast;Steampunk,71.0,2009-04-05,JP
Hanasakeru Seishounen,Hanasakeru Seishounen ,TV,39.0,24.0,MANGA,SPRING,Drama;Romance,Shoujo;Male Harem;Politics;Heterosexual;Female Protagonist;Love Triangle;Bisexual,71.0,2009-04-05,JP
Dragon Ball Kai,Dragon Ball Z Kai,TV,97.0,23.0,MANGA,SPRING,Action;Adventure;Comedy,Shounen;Super Power;Henshin;Primarily Male Cast;Male Protagonist;Urban Fantasy;Aliens;Space;Travel;Martial Arts,76.0,2009-04-05,JP
Cross Game,Cross Game,TV,50.0,23.0,MANGA,SPRING,Comedy;Drama;Romance;Sports,Baseball;School Club;Coming of Age;Male Protagonist;Tomboy;Tsundere;Female Protagonist;Heterosexual;School;Love Triangle,81.0,2009-04-05,JP
Shinkyoku Soukai Polyphonica crimson S,Polyphonica Crimson S,TV,12.0,25.0,LIGHT_NOVEL,SPRING,Drama;Fantasy;Music;Romance,School,67.0,2009-04-05,JP
Guin Saga,Guin Saga,TV,26.0,24.0,LIGHT_NOVEL,SPRING,Action;Adventure;Fantasy,Fugitive;Primarily Adult Cast;Monster Boy;War;Politics;Swordplay;Amnesia;Twins;Lost Civilization;Medieval,68.0,2009-04-05,JP
Hagane no Renkinjutsushi: FULLMETAL ALCHEMIST,Fullmetal Alchemist: Brotherhood,TV,64.0,25.0,MANGA,SPRING,Action;Adventure;Drama;Fantasy,Alchemy;Conspiracy;Military;War;Shounen;Politics;Male Protagonist;Philosophy;Ensemble Cast;Coming of Age,90.0,2009-04-05,JP
Metal Fight Beyblade,Beyblade: Metal Fusion,TV,51.0,25.0,MANGA,SPRING,Adventure;Comedy;Sports,Male Protagonist;Kids;Proxy Battle;Battle Royale;CGI,68.0,2009-04-05,JP
Jewelpet,Jewelpet,TV,52.0,23.0,MANGA,SPRING,Fantasy;Mahou Shoujo,Magic;Shoujo;Female Protagonist;Urban Fantasy;Primarily Female Cast;Primarily Animal Cast;Animals;Crossdressing;Acting;Cute Girls Doing Cute Things,65.0,2009-04-05,JP
Shangri-La,Shangri-la,TV,24.0,23.0,OTHER,SPRING,Action;Drama;Sci-Fi,Post-Apocalyptic;Espionage;Otaku Culture;Female Protagonist;CGI;Hikikomori;LGBTQ+ Themes;Transgender;Urban Fantasy;Adoption,65.0,2009-04-06,JP
NAKED WOLVES,,TV_SHORT,52.0,5.0,ORIGINAL,SPRING,Action;Comedy;Sports,Foreign;Male Protagonist;Kids;Dancing;Cyborg;Pirates;Ships;Guns;Flash;Sumo,41.0,2009-04-06,JP
Tayutama: Kiss on my Deity,,TV,12.0,23.0,VISUAL_NOVEL,SPRING,Romance;Supernatural,Female Harem;Gender Bending;Kemonomimi;Gods;Motorcycles,62.0,2009-04-06,JP
Natsu no Arashi!,Natsu no Arashi!,TV,13.0,23.0,MANGA,SPRING,Comedy;Fantasy;Romance,Crossdressing;Ghost;War;Historical;Isekai;Primarily Female Cast;Henshin,69.0,2009-04-06,JP
Tears to Tiara,Tears to Tiara,TV,26.0,24.0,VISUAL_NOVEL,SPRING,Action;Adventure;Fantasy,Magic;Elf;Mythology;War;Swordplay;Female Harem;Gore;Gods;Philosophy;Dragons,67.0,2009-04-06,JP
Saki,Saki,TV,25.0,24.0,MANGA,SPRING,Slice of Life;Sports,Mahjong;Yuri;Primarily Female Cast;Seinen;Female Protagonist;School Club;Super Power;Kuudere;School;Cute Girls Doing Cute Things,72.0,2009-04-06,JP
Sugar Bunnies Fleur,,TV_SHORT,26.0,11.0,ORIGINAL,SPRING,Comedy,Kids,47.0,2009-04-07,JP
07-Ghost,07-Ghost,TV,25.0,23.0,MANGA,SPRING,Action;Fantasy,Primarily Male Cast;Boys' Love;Demons;Memory Manipulation;Josei;Magic;Military;Nun;Religion,66.0,2009-04-07,JP
Souten Kouro,Beyond the Heavens,TV,26.0,23.0,MANGA,SPRING,Action;Adventure,Historical;Military;Seinen;War;Swordplay;Coming of Age;CGI;Anti-Hero,64.0,2009-04-08,JP
Ristorante Paradiso,Ristorante Paradiso,TV,11.0,22.0,MANGA,SPRING,Drama;Romance;Slice of Life,Josei;Foreign;Primarily Adult Cast;Female Protagonist;Restaurant;Food;CGI;Ensemble Cast;Coming of Age;Rape,69.0,2009-04-09,JP
Higashi no Eden,Eden of the East,TV,11.0,23.0,ORIGINAL,SPRING,Drama;Mystery;Psychological;Romance;Sci-Fi;Thriller,Amnesia;Primarily Adult Cast;Urban;Terrorism;Death Game;Battle Royale;Memory Manipulation;Male Protagonist;Artificial Intelligence;Conspiracy,74.0,2009-04-10,JP
Bakugan Battle Brawlers: New Vestroia,Bakugan: New Vestroia,TV,52.0,24.0,ORIGINAL,SPRING,Action;Adventure;Fantasy;Mecha;Sci-Fi,Card Battle;Kids;Isekai;Kaiju;Proxy Battle;Dragons;CGI,62.0,2009-04-12,JP
Hatsukoi Limited,Hatsukoi Limited,TV,12.0,24.0,MANGA,SPRING,Comedy;Ecchi;Romance,School;Coming of Age;Unrequited Love;Love Triangle;Tsundere;Heterosexual;Shounen;Ensemble Cast;Primarily Female Cast;Large Breasts,69.0,2009-04-12,JP
Final Fantasy VII: Advent Children Complete,FINAL FANTASY VII: ADVENT CHILDREN COMPLETE,MOVIE,1.0,126.0,VIDEO_GAME,SPRING,Action;Fantasy;Sci-Fi,Full CGI;Male Protagonist;Guns;Cyberpunk;Primarily Adult Cast;Martial Arts;Clone;Primarily Male Cast;Pandemic;Magic,74.0,2009-04-16,JP
ravex in Tezuka World,,OVA,1.0,18.0,OTHER,SPRING,Music,Band;Aliens;Crossover;Musical Theater;Space;Dancing,50.0,2009-04-16,JP
Amanatsu,,MOVIE,1.0,14.0,ORIGINAL,SPRING,Sci-Fi,Full CGI;Cyberpunk;Denpa;Suicide;Artificial Intelligence,49.0,2009-04-16,JP
Memory (ONA),,ONA,1.0,7.0,OTHER,SPRING,Drama;Sci-Fi;Slice of Life,Military;Full CGI,56.0,2009-04-16,JP
Final Fantasy VII: On the Way to a Smile - Episode: Denzel,,OVA,1.0,28.0,LIGHT_NOVEL,SPRING,Action;Fantasy,Male Protagonist;Cyberpunk;Orphan;POV;Homeless;Super Power;Primarily Adult Cast,65.0,2009-04-16,JP
Tenjou-bito to Akuto-bito Saigo no Tatakai,,MOVIE,1.0,83.0,ORIGINAL,SPRING,Adventure;Fantasy;Supernatural,Super Power;Female Protagonist;Isekai,60.0,2009-04-18,JP
Meitantei Conan Magic File 3: Shinichi to Ran Mahjong Pai to Tanabata no Omoide,Case Closed Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,OVA,1.0,20.0,OTHER,SPRING,Mystery,Male Protagonist;Age Regression;Shounen;Mahjong;Police;Detective,69.0,2009-04-18,JP
Crayon Shin-chan: Otakebe! Kasukabe Yasei Oukoku,,MOVIE,1.0,96.0,MANGA,SPRING,Comedy;Ecchi;Slice of Life,Shapeshifting;Animals;School;Seinen,66.0,2009-04-18,JP
Meitantei Conan: Shikkoku no Chaser,Case Closed: The Jet Black Chaser,MOVIE,1.0,111.0,ORIGINAL,SPRING,Action;Drama;Mystery,Age Regression;Detective;Police;Male Protagonist;Espionage;Mahjong;Shounen,79.0,2009-04-18,JP
Tengen Toppa Gurren Lagann: Lagann-hen,Gurren Lagann The Movie: The Lights in the Sky are Stars,MOVIE,1.0,125.0,ORIGINAL,SPRING,Action;Drama;Mecha;Romance;Sci-Fi,Space;Super Robot;Super Power;Coming of Age;Philosophy;Politics;Aliens;Henshin;Male Protagonist;Post-Apocalyptic,85.0,2009-04-22,JP
COBRA THE ANIMATION: Time Drive,Cobra Time Drive,OVA,2.0,30.0,MANGA,SPRING,Action;Sci-Fi,Male Protagonist;Primarily Adult Cast;Shounen,64.0,2009-04-24,JP
Issho ni Training: TRAINING WITH HINAKO,Issho ni Training: Training with Hinako,OVA,1.0,24.0,ORIGINAL,SPRING,Ecchi;Sports,Educational;Isekai;Female Protagonist;Meta;Fitness;POV,41.0,2009-04-24,JP
Yurumates,,OVA,1.0,37.0,MANGA,SPRING,Comedy;Slice of Life,Primarily Adult Cast;Seinen;Iyashikei;Female Protagonist,60.0,2009-04-24,JP
Bakunyuu Maid Kari,,OVA,2.0,30.0,OTHER,SPRING,Hentai,Large Breasts;Rape;Maids;Blackmail;Female Harem;Female Protagonist;Bondage;Nakadashi;Group Sex;Fellatio,54.0,2009-04-24,JP
ToHeart2 adplus,,OVA,2.0,30.0,OTHER,SPRING,Romance,Kuudere,63.0,2009-04-24,JP
Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,"Eureka Seven: Good Night, Sleep Tight, Young Lovers",MOVIE,1.0,115.0,ORIGINAL,SPRING,Adventure;Mecha;Romance;Sci-Fi,Super Robot;Military;Aliens;Male Protagonist;Kuudere;Female Protagonist,66.0,2009-04-25,JP
Cartagra: Tsuki Kurui no Yamai,,OVA,2.0,30.0,VISUAL_NOVEL,SPRING,Hentai,Detective;Heterosexual;Male Protagonist;Crime;Fellatio;Historical;Ojou-sama;Prostitution;Handjob;Large Breasts,48.0,2009-04-25,JP
Baton,,MOVIE,3.0,20.0,OTHER,SPRING,Adventure;Sci-Fi,Fugitive;Artificial Intelligence;Rotoscoping,45.0,2009-04-28,JP
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,Spice and Wolf II: Wolf and the Amber Melancholy,OVA,1.0,22.0,LIGHT_NOVEL,SPRING,Adventure;Fantasy;Romance,Kemonomimi;Heterosexual;Foreign;Economics;Medieval;Rural;Travel;Gods;Politics;Nudity,76.0,2009-04-30,JP
SCANDAL ANIME,,ONA,12.0,2.0,OTHER,SPRING,Music;Slice of Life,Band;Primarily Female Cast;Flash;Work,45.0,2009-05-01,JP
Pattenrai!! Minami no Shima no Mizu Monogatari,,MOVIE,1.0,90.0,OTHER,SPRING,Slice of Life,Historical,51.0,2009-05-09,JP
First Squad: The Moment of Truth,,MOVIE,1.0,73.0,ORIGINAL,SPRING,Action;Supernatural,Military;Historical;Super Power;War;Orphan;Isekai;Foreign;Female Protagonist;Anachronism;Guns,54.0,2009-05-13,JP
Peeping Life,,TV_SHORT,10.0,8.0,ORIGINAL,SPRING,Comedy;Slice of Life,Full CGI;Episodic;Work;Family Life;Ensemble Cast,42.0,2009-05-14,JP
Teinenpi Shoujo Haiji,,ONA,8.0,3.0,OTHER,SPRING,Comedy,Advertisement;Parody,43.0,2009-05-16,JP
Dogs: Bullets & Carnage,,OVA,4.0,15.0,MANGA,SPRING,Action,Seinen;Mafia;Primarily Adult Cast;Achronological Order;Episodic;Primarily Male Cast;Foreign;Gore;Anti-Hero;Amnesia,67.0,2009-05-19,JP
Kigurumikku☆V3,Kigurumikku,OVA,3.0,12.0,ORIGINAL,SPRING,Action;Comedy;Ecchi;Mecha,Primarily Child Cast;Magic;Parody;Nudity;Superhero;Henshin,43.0,2009-05-20,JP
Bokura no Saibanin Monogatari,Our Jury Story,ONA,1.0,22.0,ORIGINAL,SPRING,,School;Educational,40.0,2009-05-21,JP
Kangoku Senkan,,OVA,4.0,27.0,VISUAL_NOVEL,SPRING,Hentai,Rape;Ahegao;Large Breasts;Fellatio;Boobjob;Handjob;Facial,62.0,2009-05-23,JP
Kimihagu,FORBIDDEN LOVE CLUB,OVA,2.0,30.0,VISUAL_NOVEL,SPRING,Hentai,,60.0,2009-05-25,JP
Tennis no Ouji-sama OVA ANOTHER STORY: Kako to Mirai no Message,,OVA,4.0,24.0,MANGA,SPRING,Comedy;Sports,Tennis;School;Shounen,70.0,2009-05-26,JP
Hyakujitsu no Bara,Maiden Rose,OVA,2.0,30.0,MANGA,SPRING,Drama,Boys' Love;Military;Nudity;LGBTQ+ Themes;Rape;Torture;Male Protagonist;Motorcycles;Tanks;Guns,56.0,2009-05-29,JP
Stretta: THE ANIMATION,,OVA,2.0,30.0,MANGA,SPRING,Hentai,Female Protagonist,62.0,2009-05-29,JP
Hoshi ni Negai wo: COLD BODY + WARM HEART,,ONA,1.0,22.0,OTHER,SUMMER,Adventure;Sci-Fi,Full CGI;Cyberpunk;Post-Apocalyptic;Female Protagonist;Virtual World;Artificial Intelligence,52.0,2009-06-01,JP
Weiß Survive,,TV_SHORT,16.0,2.0,MANGA,SUMMER,Comedy;Ecchi,Card Battle;Parody;Male Protagonist,54.0,2009-06-05,JP
Utawarerumono OVA,,OVA,3.0,29.0,VISUAL_NOVEL,SUMMER,Action;Comedy;Fantasy,Post-Apocalyptic;Kemonomimi;Primarily Adult Cast;Amnesia;Nudity;Gods;War,69.0,2009-06-05,JP
Chinyuuki: Tarou to Yukai na Nakama-tachi,,OVA,3.0,40.0,OTHER,SUMMER,Comedy,,49.0,2009-06-12,JP
Miyamoto Musashi: Souken ni Haseru Yume,Musashi: The Dream of the Last Samurai,MOVIE,1.0,72.0,OTHER,SUMMER,Action,Swordplay;Historical;Educational;Martial Arts;Samurai;CGI,56.0,2009-06-13,JP
Nanami-chan 6,,TV_SHORT,16.0,5.0,OTHER,SPRING,,,53.0,2009-06-14,JP
Meitantei Conan: 10 Nengo no Stranger,Case Closed: The Stranger in 10 Years...,OVA,1.0,30.0,MANGA,SUMMER,Adventure;Comedy;Mystery,Police;Shounen;Male Protagonist;Age Regression;Detective,75.0,2009-06-17,JP
Cinnamon no Ouchi de Challenge,,OVA,5.0,9.0,ORIGINAL,SPRING,Slice of Life,Kids,49.0,2009-06-19,JP
Makai Kishi Ingrid,,OVA,4.0,29.0,VISUAL_NOVEL,SUMMER,Fantasy;Hentai,Demons;Rape;Irrumatio;Deepthroat;Prostitution;Tentacles;Large Breasts;Female Protagonist;Nakadashi;Tanned Skin,63.0,2009-06-20,JP
Minami-ke: Betsubara,,OVA,1.0,25.0,MANGA,SUMMER,Comedy;Slice of Life,Cute Girls Doing Cute Things;School;Family Life;Primarily Female Cast;Kuudere;Food,71.0,2009-06-23,JP
Saint Seiya: THE LOST CANVAS - Meiou Shinwa,Saint Seiya: The Lost Canvas,OVA,13.0,24.0,MANGA,SUMMER,Action;Adventure;Supernatural,Shounen;Super Power;War;Gods;Mythology;Henshin;Male Protagonist;Astronomy;Urban Fantasy;Gore,76.0,2009-06-24,JP
Mesu Kyoushi: Injoku no Kyoushitsu,,OVA,3.0,30.0,VISUAL_NOVEL,SUMMER,Hentai,School;Rape;Netorare;Defloration;Large Breasts;Teacher;Nakadashi;Bondage;Anal Sex;Boobjob,55.0,2009-06-25,JP
Umi Monogatari: Anata ga Ite Kureta Koto,Umi Monogatari,TV,12.0,24.0,VIDEO_GAME,SUMMER,Drama;Fantasy;Mahou Shoujo;Romance;Supernatural,Kuudere;Mermaid;Magic;Female Protagonist;Primarily Female Cast;Coastal;Dissociative Identities;Animals;Henshin;Love Triangle,62.0,2009-06-25,JP
Fight Ippatsu! Juuden-chan!!,Juden Chan Recharged,TV,12.0,24.0,MANGA,SUMMER,Comedy;Ecchi;Sci-Fi,Nudity;Henshin;Isekai;Shounen;Female Harem;Watersports;Bondage;Masochism;Tentacles;Urban Fantasy,61.0,2009-06-25,JP
